No,Stockcode,Description,Quantite,PU,Ville,date,heure,month,dow,PT,Continent,clusters
545031,21327,SKULLS WRITING SET ,12,1.65,United Kingdom,2011-02-25,15,2,4,19.799999999999997,Europe,1
548169,21936,RED RETROSPOT PICNIC BAG,20,2.95,United Kingdom,2011-03-29,13,3,1,59.0,Europe,1
538518,21446,12 RED ROSE PEG PLACE SETTINGS,4,1.25,United Kingdom,2010-12-12,16,12,6,5.0,Europe,3
544214,22898,CHILDRENS APRON APPLES DESIGN,5,4.96,United Kingdom,2011-02-17,11,2,3,24.8,Europe,1
571716,22818,CARD CHRISTMAS VILLAGE,4,0.42,United Kingdom,2011-10-18,17,10,1,1.68,Europe,2
544068,22197,SMALL POPCORN HOLDER,2,0.85,United Kingdom,2011-02-15,14,2,1,1.7,Europe,1
560989,21986,PACK OF 12 PINK POLKADOT TISSUES,12,0.29,United Kingdom,2011-07-22,13,7,4,3.4799999999999995,Europe,3
554916,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,5.45,United Kingdom,2011-05-27,12,5,4,5.45,Europe,3
581439,23245,SET OF 3 REGENCY CAKE TINS,2,10.79,United Kingdom,2011-12-08,16,12,3,21.58,Europe,0
566577,22109,FULL ENGLISH BREAKFAST PLATE,1,7.46,United Kingdom,2011-09-13,13,9,1,7.46,Europe,2
570287,22689,DOORMAT MERRY CHRISTMAS RED ,2,8.25,United Kingdom,2011-10-10,11,10,0,16.5,Europe,2
C555563,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,3.29,United Kingdom,2011-06-05,14,6,6,-3.29,Europe,3
539659,21086,SET/6 RED SPOTTY PAPER CUPS,5,0.65,United Kingdom,2010-12-21,9,12,1,3.25,Europe,2
557669,22398,MAGNETS PACK OF 4 SWALLOWS,12,1.25,France,2011-06-22,9,6,2,15.0,Europe,1
557063,22963,JAM JAR WITH GREEN LID,4,0.85,United Kingdom,2011-06-16,15,6,3,3.4,Europe,3
545872,22261,FELT EGG COSY WHITE RABBIT ,4,0.85,United Kingdom,2011-03-07,14,3,0,3.4,Europe,1
539933,72799F,IVORY PILLAR CANDLE GOLD FLOCK,6,2.95,United Kingdom,2010-12-23,11,12,3,17.700000000000003,Europe,0
536544,21147,JINGLE BELLS TREE DECORATION,2,2.51,United Kingdom,2010-12-01,14,12,2,5.02,Europe,2
573029,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,9.95,United Kingdom,2011-10-27,13,10,3,9.95,Europe,0
551719,22501,PICNIC BASKET WICKER LARGE,1,20.79,United Kingdom,2011-05-03,16,5,1,20.79,Europe,1
537764,22804,CANDLEHOLDER PINK HANGING HEART,1,2.95,United Kingdom,2010-12-08,12,12,2,2.95,Europe,2
579872,21124,SET/10 BLUE POLKADOT PARTY CANDLES,3,1.25,United Kingdom,2011-11-30,16,11,2,3.75,Europe,2
539042,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,32,0.65,United Kingdom,2010-12-15,15,12,2,20.8,Europe,2
554275,22479,DAISY GARDEN MARKER,4,1.25,United Kingdom,2011-05-23,13,5,0,5.0,Europe,1
572475,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,4.25,United Kingdom,2011-10-24,13,10,0,4.25,Europe,2
536750,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2.55,United Kingdom,2010-12-02,14,12,3,15.299999999999999,Europe,0
550470,16238,PARTY TIME PENCIL ERASERS,2,0.42,United Kingdom,2011-04-18,13,4,0,0.84,Europe,1
573584,22667,RECIPE BOX RETROSPOT ,12,2.95,United Kingdom,2011-10-31,14,10,0,35.400000000000006,Europe,2
563193,21544,SKULLS  WATER TRANSFER TATTOOS ,1,1.63,United Kingdom,2011-08-12,16,8,4,1.63,Europe,3
569556,22865,HAND WARMER OWL DESIGN,12,2.1,Channel Islands,2011-10-05,8,10,2,25.200000000000003,Europe,2
580367,21224,SET/4 SKULL BADGES,2,0.83,United Kingdom,2011-12-02,16,12,4,1.66,Europe,0
570599,84596G,??,-365,0.0,United Kingdom,2011-10-11,12,10,1,-0.0,Europe,2
578347,71270,PHOTO CLIP LINE,2,2.46,United Kingdom,2011-11-24,9,11,3,4.92,Europe,0
568104,23186,FRENCH STYLE STORAGE JAR CAFE ,18,0.29,United Kingdom,2011-09-23,15,9,4,5.22,Europe,0
571669,23513,EMBROIDERED RIBBON REEL SUSIE ,4,2.08,United Kingdom,2011-10-18,13,10,1,8.32,Europe,2
539490,22722,SET OF 6 SPICE TINS PANTRY DESIGN,8,3.95,United Kingdom,2010-12-20,10,12,0,31.6,Europe,2
573921,20866,BLUE ROSE FABRIC MIRROR,12,1.25,United Kingdom,2011-11-02,8,11,2,15.0,Europe,2
548864,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,4.25,United Kingdom,2011-04-04,14,4,0,4.25,Europe,1
562610,21915,RED  HARMONICA IN BOX ,700,1.06,United Kingdom,2011-08-08,11,8,0,742.0,Europe,3
543800,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,2,4.25,United Kingdom,2011-02-13,11,2,6,8.5,Europe,3
543642,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,8,2.55,United Kingdom,2011-02-10,17,2,3,20.4,Europe,1
540798,21746,SMALL RED RETROSPOT WINDMILL,12,1.25,United Kingdom,2011-01-11,12,1,1,15.0,Europe,1
537144,22551,PLASTERS IN TIN SPACEBOY,1,1.65,United Kingdom,2010-12-05,13,12,6,1.65,Europe,3
543979,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,1.25,United Kingdom,2011-02-14,15,2,0,1.25,Europe,1
578485,20728,LUNCH BAG CARS BLUE,10,1.65,United Kingdom,2011-11-24,12,11,3,16.5,Europe,0
572726,23153,ZINC SWEETHEART WIRE LETTER RACK,1,3.75,United Kingdom,2011-10-25,15,10,1,3.75,Europe,2
575117,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,0.42,United Kingdom,2011-11-08,14,11,1,0.42,Europe,2
560773,22494,EMERGENCY FIRST AID TIN ,2,2.46,United Kingdom,2011-07-20,16,7,2,4.92,Europe,2
570796,23503,PLAYING CARDS KEEP CALM & CARRY ON,2,1.25,United Kingdom,2011-10-12,12,10,2,2.5,Europe,2
570455,22944,CHRISTMAS METAL POSTCARD WITH BELLS,6,0.39,United Kingdom,2011-10-10,15,10,0,2.34,Europe,2
558087,16254,TRANSPARENT ACRYLIC TAPE DISPENSER,12,0.85,United Kingdom,2011-06-26,12,6,6,10.2,Europe,3
571713,47593B,SCOTTIE DOGS BABY BIB,2,0.83,United Kingdom,2011-10-18,16,10,1,1.66,Europe,2
575627,21463,MIRRORED DISCO BALL ,1,5.95,United Kingdom,2011-11-10,13,11,3,5.95,Europe,0
571671,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,4,2.95,United Kingdom,2011-10-18,13,10,1,11.8,Europe,2
540532,22429,ENAMEL MEASURING JUG CREAM,2,4.25,United Kingdom,2011-01-09,14,1,6,8.5,Europe,3
543377,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,1.25,United Kingdom,2011-02-07,15,2,0,15.0,Europe,1
541841,21786,POLKADOT RAIN HAT ,24,0.42,United Kingdom,2011-01-23,11,1,6,10.08,Europe,3
578519,85107,CUT GLASS T-LIGHT HOLDER OCTAGON,1,2.55,United Kingdom,2011-11-24,13,11,3,2.55,Europe,0
572302,22900,SET 2 TEA TOWELS I LOVE LONDON ,1,3.25,United Kingdom,2011-10-23,14,10,6,3.25,Europe,3
567670,85099F,JUMBO BAG STRAWBERRY,1,4.13,United Kingdom,2011-09-21,15,9,2,4.13,Europe,2
548534,22556,PLASTERS IN TIN CIRCUS PARADE ,12,1.65,United Kingdom,2011-03-31,17,3,3,19.799999999999997,Europe,1
569217,48138,DOORMAT UNION FLAG,1,8.25,United Kingdom,2011-10-02,12,10,6,8.25,Europe,3
547964,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,16.63,United Kingdom,2011-03-28,15,3,0,33.26,Europe,1
567183,23406,HOME SWEET HOME KEY HOLDER,4,6.25,United Kingdom,2011-09-18,15,9,6,25.0,Europe,3
573412,23571,TRADITIONAL NAUGHTS & CROSSES,12,1.65,United Kingdom,2011-10-30,16,10,6,19.799999999999997,Europe,3
541424,22184,CAKE STAND VICTORIAN FILIGREE LARGE,3,8.29,United Kingdom,2011-01-17,17,1,0,24.869999999999997,Europe,1
575977,23147,SINGLE ANTIQUE ROSE HOOK IVORY,4,1.45,United Kingdom,2011-11-13,13,11,6,5.8,Europe,3
581169,21907,I'M ON HOLIDAY METAL SIGN,12,2.1,United Kingdom,2011-12-07,14,12,2,25.200000000000003,Europe,2
545571,46000S,POLYESTER FILLER PAD 40x40cm,2,1.45,United Kingdom,2011-03-03,16,3,3,2.9,Europe,1
576053,21983,PACK OF 12 BLUE PAISLEY TISSUES ,12,0.39,United Kingdom,2011-11-13,14,11,6,4.68,Europe,3
539201,22649,STRAWBERRY FAIRY CAKE TEAPOT,24,4.25,United Kingdom,2010-12-16,12,12,3,102.0,Europe,0
581456,21122,SET/10 PINK POLKADOT PARTY CANDLES,8,1.25,United Kingdom,2011-12-08,18,12,3,10.0,Europe,0
553523,23298,SPOTTY BUNTING,1,10.79,United Kingdom,2011-05-17,14,5,1,10.79,Europe,1
569637,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,0.29,United Kingdom,2011-10-05,12,10,2,13.919999999999998,Europe,2
560260,23196,VINTAGE LEAF MAGNETIC NOTEPAD,1,1.45,United Kingdom,2011-07-17,13,7,6,1.45,Europe,3
572726,22998,TRAVEL CARD WALLET KEEP CALM,24,0.42,United Kingdom,2011-10-25,15,10,1,10.08,Europe,2
549735,21934,SKULL SHOULDER BAG,20,1.65,United Kingdom,2011-04-12,8,4,1,33.0,Europe,1
563404,20713,JUMBO BAG OWLS,20,2.08,United Kingdom,2011-08-16,11,8,1,41.6,Europe,2
571726,23212,HEART WREATH DECORATION WITH BELL,12,1.25,United Kingdom,2011-10-19,9,10,2,15.0,Europe,2
574289,23004,TRAVEL CARD WALLET PANTRY,48,0.42,United Kingdom,2011-11-03,15,11,3,20.16,Europe,0
566750,22191,IVORY DINER WALL CLOCK,12,7.65,United Kingdom,2011-09-14,15,9,2,91.80000000000001,Europe,2
574356,84030e,ENGLISH ROSE HOT WATER BOTTLE,1,9.13,United Kingdom,2011-11-04,10,11,4,9.13,Europe,0
545568,15044B,BLUE PAPER PARASOL ,1,5.79,United Kingdom,2011-03-03,16,3,3,5.79,Europe,1
549567,22082,RIBBON REEL STRIPES DESIGN ,5,1.65,United Kingdom,2011-04-10,15,4,6,8.25,Europe,3
573335,23426,METAL SIGN DROP YOUR PANTS,2,2.89,United Kingdom,2011-10-30,11,10,6,5.78,Europe,3
573904,21929,JUMBO BAG PINK VINTAGE PAISLEY,3,2.08,United Kingdom,2011-11-01,14,11,1,6.24,Europe,2
551997,23159,SET OF 5 PANCAKE DAY MAGNETS,1,4.13,United Kingdom,2011-05-05,15,5,3,4.13,Europe,1
538071,85199S,SMALL HANGING IVORY/RED WOOD BIRD,2,0.85,United Kingdom,2010-12-09,14,12,3,1.7,Europe,0
546990,22385,JUMBO BAG SPACEBOY DESIGN,10,1.95,United Kingdom,2011-03-18,12,3,4,19.5,Europe,3
576600,21485,RETROSPOT HEART HOT WATER BOTTLE,3,4.95,United Kingdom,2011-11-15,15,11,1,14.850000000000001,Europe,2
568949,23311,VINTAGE CHRISTMAS STOCKING ,2,4.96,United Kingdom,2011-09-29,15,9,3,9.92,Europe,0
567656,85053,FRENCH ENAMEL CANDLEHOLDER,1,4.13,United Kingdom,2011-09-21,14,9,2,4.13,Europe,2
556503,48185,DOORMAT FAIRY CAKE,2,7.95,United Kingdom,2011-06-13,8,6,0,15.9,Europe,1
538645,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,12,4.95,United Kingdom,2010-12-13,14,12,0,59.400000000000006,Europe,2
547547,22721,SET OF 3 CAKE TINS SKETCHBOOK,2,10.79,United Kingdom,2011-03-23,15,3,2,21.58,Europe,1
554918,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,2.08,United Kingdom,2011-05-27,12,5,4,2.08,Europe,3
574015,22626,BLACK KITCHEN SCALES,1,8.5,United Kingdom,2011-11-02,12,11,2,8.5,Europe,2
580729,37448,CERAMIC CAKE DESIGN SPOTTED MUG,5,3.29,United Kingdom,2011-12-05,17,12,0,16.45,Europe,2
578244,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,10,0.85,United Kingdom,2011-11-23,12,11,2,8.5,Europe,2
562568,20719,WOODLAND CHARLOTTE BAG,10,0.85,Germany,2011-08-07,11,8,6,8.5,Europe,3
564857,22526,WHEELBARROW FOR CHILDREN ,1,24.96,United Kingdom,2011-08-31,9,8,2,24.96,Europe,2
560096,48185,DOORMAT FAIRY CAKE,4,7.95,United Kingdom,2011-07-14,17,7,3,31.8,Europe,3
564335,23343,JUMBO BAG VINTAGE CHRISTMAS ,3,2.08,United Kingdom,2011-08-24,14,8,2,6.24,Europe,2
542269,21735,TWO DOOR CURIO CABINET,4,12.75,Channel Islands,2011-01-27,9,1,3,51.0,Europe,1
578270,21731,RED TOADSTOOL LED NIGHT LIGHT,1,3.29,United Kingdom,2011-11-23,13,11,2,3.29,Europe,2
575875,21705,BAG 500g SWIRLY MARBLES,1,3.29,United Kingdom,2011-11-11,13,11,4,3.29,Europe,0
543652,16156S,WRAP PINK FAIRY CAKES ,25,0.42,United Kingdom,2011-02-11,10,2,4,10.5,Europe,1
552651,21637,ASSORTED SANSKRIT MINI NOTEBOOK,36,1.25,United Kingdom,2011-05-10,14,5,1,45.0,Europe,1
536544,22357,KINGS CHOICE BISCUIT TIN,1,8.47,United Kingdom,2010-12-01,14,12,2,8.47,Europe,2
573927,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,3.75,United Kingdom,2011-11-02,9,11,2,15.0,Europe,2
556732,21313,GLASS HEART T-LIGHT HOLDER ,1,0.85,United Kingdom,2011-06-14,11,6,1,0.85,Europe,1
542255,22426,ENAMEL WASH BOWL CREAM,1,7.46,United Kingdom,2011-01-26,16,1,2,7.46,Europe,1
537237,48184,DOORMAT ENGLISH ROSE ,1,14.43,United Kingdom,2010-12-06,9,12,0,14.43,Europe,2
578844,22948,METAL DECORATION NAUGHTY CHILDREN ,4,1.66,United Kingdom,2011-11-25,16,11,4,6.64,Europe,0
580092,23346,SPACEBOY BEAKER,4,1.25,United Kingdom,2011-12-01,14,12,3,5.0,Europe,0
567678,21259,VICTORIAN SEWING BOX SMALL ,2,5.95,United Kingdom,2011-09-21,15,9,2,11.9,Europe,2
552520,21246,RED RETROSPOT BIG BOWL,1,4.13,United Kingdom,2011-05-09,16,5,0,4.13,Europe,1
576057,23209,LUNCH BAG VINTAGE DOILY ,2,1.65,United Kingdom,2011-11-13,15,11,6,3.3,Europe,3
539492,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1.66,United Kingdom,2010-12-20,10,12,0,1.66,Europe,2
548522,22697,GREEN REGENCY TEACUP AND SAUCER,3,5.79,United Kingdom,2011-03-31,16,3,3,17.37,Europe,1
542372,79321,CHILLI LIGHTS,24,4.25,United Kingdom,2011-01-27,13,1,3,102.0,Europe,1
568780,23221,REINDEER HEART DECORATION SILVER,12,0.83,United Kingdom,2011-09-29,8,9,3,9.959999999999999,Europe,0
545229,22088,PAPER BUNTING COLOURED LACE,6,2.95,United Kingdom,2011-03-01,9,3,1,17.700000000000003,Europe,1
565750,22942,CHRISTMAS LIGHTS 10 SANTAS ,2,8.5,United Kingdom,2011-09-06,12,9,1,17.0,Europe,2
571679,22380,TOY TIDY SPACEBOY  ,3,2.1,United Kingdom,2011-10-18,13,10,1,6.300000000000001,Europe,2
540947,22456,NATURAL SLATE CHALKBOARD LARGE ,18,4.25,United Kingdom,2011-01-12,12,1,2,76.5,Europe,1
579016,23571,TRADITIONAL NAUGHTS & CROSSES,24,1.65,United Kingdom,2011-11-28,9,11,0,39.599999999999994,Europe,2
C574922,22635,CHILDS BREAKFAST SET DOLLY GIRL ,-67,8.5,United Kingdom,2011-11-07,16,11,0,-569.5,Europe,3
569322,23436,GIFT BAG LARGE VINTAGE CHRISTMAS,24,1.25,United Kingdom,2011-10-03,12,10,0,30.0,Europe,2
536488,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,2,1.25,United Kingdom,2010-12-01,12,12,2,2.5,Europe,2
573339,20723,STRAWBERRY CHARLOTTE BAG,10,0.85,United Kingdom,2011-10-30,11,10,6,8.5,Europe,3
543005,22961,JAM MAKING SET PRINTED,12,1.45,United Kingdom,2011-02-02,12,2,2,17.4,Europe,1
571938,22418,10 COLOUR SPACEBOY PEN,48,0.85,United Kingdom,2011-10-20,9,10,3,40.8,Europe,0
560120,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,1.25,United Kingdom,2011-07-15,10,7,4,30.0,Europe,3
537237,22556,PLASTERS IN TIN CIRCUS PARADE ,2,3.36,United Kingdom,2010-12-06,9,12,0,6.72,Europe,2
572540,23559,WOODLAND BUNNIES LOLLY MAKERS,1,4.13,United Kingdom,2011-10-24,16,10,0,4.13,Europe,2
562024,DOT,DOTCOM POSTAGE,1,142.94,United Kingdom,2011-08-01,16,8,0,142.94,Europe,2
580385,22633,HAND WARMER UNION JACK,2,2.1,United Kingdom,2011-12-04,10,12,6,4.2,Europe,3
569415,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,8.29,United Kingdom,2011-10-04,10,10,1,8.29,Europe,2
544933,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,2.95,Germany,2011-02-25,8,2,4,17.700000000000003,Europe,1
537050,11001,ASSTD DESIGN RACING CAR PEN,16,1.69,United Kingdom,2010-12-05,11,12,6,27.04,Europe,3
570592,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,4,3.29,United Kingdom,2011-10-11,11,10,1,13.16,Europe,2
560270,23301,GARDENERS KNEELING PAD KEEP CALM ,1,1.65,United Kingdom,2011-07-17,14,7,6,1.65,Europe,3
C561682,21257,VICTORIAN SEWING BOX MEDIUM,-7,6.95,United Kingdom,2011-07-28,19,7,3,-48.65,Europe,3
565919,22630,DOLLY GIRL LUNCH BOX,2,4.13,United Kingdom,2011-09-07,16,9,2,8.26,Europe,2
571918,20752,BLUE POLKADOT WASHING UP GLOVES,1,2.1,United Kingdom,2011-10-19,16,10,2,2.1,Europe,2
540859,22440,BALLOON WATER BOMB PACK OF 35,10,0.42,United Kingdom,2011-01-12,10,1,2,4.2,Europe,1
539250,22108,PING! MICROWAVE PLATE,8,1.25,United Kingdom,2010-12-16,13,12,3,10.0,Europe,0
563731,22077,6 RIBBONS RUSTIC CHARM,5,1.65,United Kingdom,2011-08-18,17,8,3,8.25,Europe,0
577545,23691,WRAP KEEP CALM BIRTHDAY,25,0.42,United Kingdom,2011-11-20,14,11,6,10.5,Europe,3
538524,22417,PACK OF 60 SPACEBOY CAKE CASES,1,1.28,United Kingdom,2010-12-13,9,12,0,1.28,Europe,2
559934,22098,BOUDOIR SQUARE TISSUE BOX,36,0.39,United Kingdom,2011-07-14,9,7,3,14.040000000000001,Europe,3
552965,22088,PAPER BUNTING COLOURED LACE,6,2.95,United Kingdom,2011-05-12,13,5,3,17.700000000000003,Europe,1
572540,22993,SET OF 4 PANTRY JELLY MOULDS,2,3.29,United Kingdom,2011-10-24,16,10,0,6.58,Europe,2
567288,85099B,JUMBO BAG RED RETROSPOT,1,2.08,United Kingdom,2011-09-19,11,9,0,2.08,Europe,2
572055,85099B,JUMBO BAG RED RETROSPOT,2,2.08,United Kingdom,2011-10-20,12,10,3,4.16,Europe,0
562553,85086A,CANDY SPOT HEART DECORATION,2,0.83,United Kingdom,2011-08-05,16,8,4,1.66,Europe,3
567667,22174,PHOTO CUBE,2,3.29,United Kingdom,2011-09-21,15,9,2,6.58,Europe,2
575167,23111,PARISIENNE SEWING BOX,1,12.5,United Kingdom,2011-11-08,17,11,1,12.5,Europe,2
562717,21564,PINK  HEART SHAPE LOVE BUCKET ,1,5.79,United Kingdom,2011-08-08,15,8,0,5.79,Europe,2
540848,21205,MULTICOLOUR 3D BALLS GARLAND,1,2.51,United Kingdom,2011-01-12,9,1,2,2.51,Europe,1
574700,22112,CHOCOLATE HOT WATER BOTTLE,2,4.95,United Kingdom,2011-11-06,13,11,6,9.9,Europe,3
545590,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,3.75,United Kingdom,2011-03-04,10,3,4,15.0,Europe,3
562553,84884A,ANT WHITE WIRE HEART SPIRAL,1,8.29,United Kingdom,2011-08-05,16,8,4,8.29,Europe,3
557748,22667,RECIPE BOX RETROSPOT ,1,2.95,United Kingdom,2011-06-22,12,6,2,2.95,Europe,1
546091,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,1.45,Channel Islands,2011-03-09,11,3,2,17.4,Europe,1
568921,23295,SET OF 12 MINI LOAF BAKING CASES,8,0.83,United Kingdom,2011-09-29,14,9,3,6.64,Europe,0
568984,21408,SPOTTY PINK DUCK DOORSTOP,1,4.25,United Kingdom,2011-09-29,15,9,3,4.25,Europe,0
563733,23332,IVORY WICKER HEART LARGE,12,1.65,United Kingdom,2011-08-18,17,8,3,19.799999999999997,Europe,0
548194,85049E,SCANDINAVIAN REDS RIBBONS,1,2.46,United Kingdom,2011-03-29,15,3,1,2.46,Europe,1
567183,22780,LIGHT GARLAND BUTTERFILES PINK,2,4.25,United Kingdom,2011-09-18,15,9,6,8.5,Europe,3
556961,85152,HAND OVER THE CHOCOLATE   SIGN ,288,1.85,United Kingdom,2011-06-16,9,6,3,532.8000000000001,Europe,3
546976,15056n,EDWARDIAN PARASOL NATURAL,1,12.46,United Kingdom,2011-03-18,12,3,4,12.46,Europe,3
573583,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,6,4.25,United Kingdom,2011-10-31,14,10,0,25.5,Europe,2
573413,84879,ASSORTED COLOUR BIRD ORNAMENT,6,1.69,United Kingdom,2011-10-30,16,10,6,10.14,Europe,3
559816,22627,MINT KITCHEN SCALES,1,16.63,United Kingdom,2011-07-12,16,7,1,16.63,Europe,2
557278,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,24,1.25,United Kingdom,2011-06-19,12,6,6,30.0,Europe,3
547654,22679,FRENCH BLUE METAL DOOR SIGN 4,1,1.25,United Kingdom,2011-03-24,12,3,3,1.25,Europe,1
559052,47585A,PINK FAIRY CAKE CUSHION COVER,1,4.13,United Kingdom,2011-07-05,16,7,1,4.13,Europe,2
550773,21668,RED STRIPE CERAMIC DRAWER KNOB,18,1.25,United Kingdom,2011-04-20,13,4,2,22.5,Europe,1
553145,21500,PINK POLKADOT WRAP ,25,0.42,United Kingdom,2011-05-13,13,5,4,10.5,Europe,3
570088,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,4.95,United Kingdom,2011-10-07,11,10,4,4.95,Europe,0
581279,22423,REGENCY CAKESTAND 3 TIER,6,12.75,France,2011-12-08,11,12,3,76.5,Europe,0
C542346,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,-1,0.72,Germany,2011-01-27,12,1,3,-0.72,Europe,1
565443,23194,GYMKHANA TREASURE BOOK BOX,8,2.25,France,2011-09-04,14,9,6,18.0,Europe,3
544293,21982,PACK OF 12 SUKI TISSUES ,12,0.29,United Kingdom,2011-02-17,12,2,3,3.4799999999999995,Europe,1
573501,22750,FELTCRAFT PRINCESS LOLA DOLL,3,3.75,United Kingdom,2011-10-31,12,10,0,11.25,Europe,2
541414,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,3,0.85,United Kingdom,2011-01-17,16,1,0,2.55,Europe,1
C542732,22763,KEY CABINET MA CAMPAGNE,-2,9.95,United Kingdom,2011-01-31,15,1,0,-19.9,Europe,1
565519,90192,JADE DROP EARRINGS W FILIGREE,3,4.95,Spain,2011-09-05,11,9,0,14.850000000000001,Europe,2
569137,20711,JUMBO BAG TOYS ,4,4.13,United Kingdom,2011-09-30,14,9,4,16.52,Europe,0
559918,85099B,JUMBO BAG RED RETROSPOT,10,2.08,United Kingdom,2011-07-13,15,7,2,20.8,Europe,2
557639,22553,PLASTERS IN TIN SKULLS,7,1.65,United Kingdom,2011-06-21,16,6,1,11.549999999999999,Europe,1
577359,82582,AREA PATROLLED METAL SIGN,2,2.1,United Kingdom,2011-11-18,16,11,4,4.2,Europe,0
576329,22699,ROSES REGENCY TEACUP AND SAUCER ,1,5.79,United Kingdom,2011-11-14,15,11,0,5.79,Europe,2
563167,21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,6,2.95,United Kingdom,2011-08-12,12,8,4,17.700000000000003,Europe,3
580727,22654,DELUXE SEWING KIT ,1,11.63,United Kingdom,2011-12-05,17,12,0,11.63,Europe,2
550630,47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,48,0.39,United Kingdom,2011-04-19,14,4,1,18.72,Europe,1
560820,22619,SET OF 6 SOLDIER SKITTLES,3,3.75,United Kingdom,2011-07-21,10,7,3,11.25,Europe,3
545227,23231,WRAP DOILEY DESIGN,25,0.42,Finland,2011-03-01,9,3,1,10.5,Europe,1
546922,47580,TEA TIME DES TEA COSY,6,2.55,United Kingdom,2011-03-18,9,3,4,15.299999999999999,Europe,3
544434,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,5.79,United Kingdom,2011-02-18,16,2,4,5.79,Europe,1
581238,21217,RED RETROSPOT ROUND CAKE TINS,1,20.79,United Kingdom,2011-12-08,10,12,3,20.79,Europe,0
574310,22766,PHOTO FRAME CORNICE,4,2.95,United Kingdom,2011-11-03,16,11,3,11.8,Europe,0
559307,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,1.65,United Kingdom,2011-07-07,13,7,3,1.65,Europe,3
556208,20725,LUNCH BAG RED RETROSPOT,10,1.65,United Kingdom,2011-06-09,13,6,3,16.5,Europe,3
561917,21171,BATHROOM METAL SIGN ,1,1.45,United Kingdom,2011-08-01,11,8,0,1.45,Europe,2
562984,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,6,0.83,United Kingdom,2011-08-11,11,8,3,4.9799999999999995,Europe,0
561202,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,1.65,United Kingdom,2011-07-25,15,7,0,16.5,Europe,2
538418,20982,12 PENCILS TALL TUBE SKULLS,3,0.85,United Kingdom,2010-12-12,12,12,6,2.55,Europe,3
557976,22508,DOORSTOP RETROSPOT HEART,2,3.75,United Kingdom,2011-06-24,10,6,4,7.5,Europe,3
551884,35810A,ENAMEL PINK COFFEE CONTAINER,12,0.83,United Kingdom,2011-05-05,9,5,3,9.959999999999999,Europe,1
564346,23242,TREASURE TIN BUFFALO BILL ,6,2.08,United Kingdom,2011-08-24,14,8,2,12.48,Europe,2
550986,85129B,BEADED CRYSTAL HEART GREEN SMALL,2,2.46,United Kingdom,2011-04-21,18,4,3,4.92,Europe,1
560434,20996,JAZZ HEARTS ADDRESS BOOK,1,0.42,United Kingdom,2011-07-18,15,7,0,0.42,Europe,2
578264,21592,RETROSPOT CIGAR BOX MATCHES ,1,1.25,United Kingdom,2011-11-23,13,11,2,1.25,Europe,2
546896,21179,NO JUNK MAIL METAL SIGN,1,1.63,United Kingdom,2011-03-17,18,3,3,1.63,Europe,1
553002,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,3.95,United Kingdom,2011-05-12,15,5,3,11.850000000000001,Europe,1
550633,22297,HEART IVORY TRELLIS SMALL,9,1.25,United Kingdom,2011-04-19,14,4,1,11.25,Europe,1
577545,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2.95,United Kingdom,2011-11-20,14,11,6,17.700000000000003,Europe,3
